file_name,row,column_start,column_end,diameters
KORUS_CPSPD_,descr_long,3,32,[0.8, 1.0, 1.2, 1.6, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0, 14.0, 16.0, 18.0, 20.0, 22.0, 24.0, 26.0, 28.0, 30.0, 32.0, 34.0, 36.0, 38.0, 40.0, 42.0, 46.0, 50.0]
KORUS_LAS_,descr_long,3,31,[100.0, 112.0, 126.0, 141.0, 158.0, 178.0, 200.0, 224.0, 251.0, 282.0, 316.0, 355.0, 398.0, 447.0, 501.0, 562.0, 631.0, 708.0, 794.0, 891.0, 1000.0, 1259.0, 1585.0, 1995.0, 2512.0, 3162.0, 3981.0, 5012.0]
KORUS_SMPS_,descr_long,5,32,[10.0, 11.2, 12.6, 14.1, 15.8, 17.8, 20.0, 22.4, 25.1, 28.2, 31.6, 35.5, 39.8, 44.7, 50.1, 56.2, 63.1, 70.8, 79.4, 89.1, 100.0, 112.2, 125.9, 141.3, 158.5, 177.9, 199.5]
SEAC4RS_APS_,var_name,6,20,[562.0, 631.0, 708.0, 794.0, 891.0, 1000.0, 1259.0, 1585.0, 1995.0, 2512.0, 3162.0, 3981.0, 5012.0, 6310.0]
SEAC4RS_LAS_,var_name,6,35,[100.0, 112.0, 126.0, 141.0, 158.0, 178.0, 200.0, 224.0, 251.0, 282.0, 316.0, 355.0, 398.0, 447.0, 501.0, 562.0, 631.0, 708.0, 794.0, 891.0, 1000.0, 1259.0, 1585.0, 1995.0, 2512.0, 3162.0, 3981.0, 5012.0, 6310.0]
SEAC4RS_SMPS_,var_name,7,37,[11.0, 13.0, 14.0, 16.0, 18.0, 20.0, 22.0, 25.0, 28.0, 32.0, 35.0, 40.0, 45.0, 50.0, 56.0, 63.0, 71.0, 79.0, 89.0, 100.0, 112.0, 126.0, 141.0, 158.0, 178.0, 200.0, 224.0, 251.0, 282.0, 316.0]
DC3_SMPS_,var_name,7,37,[11.0, 13.0, 14.0, 16.0, 18.0, 20.0, 22.0, 25.0, 28.0, 32.0, 35.0, 40.0, 45.0, 50.0, 56.0, 63.0, 71.0, 79.0, 89.0, 100.0, 112.0, 126.0, 141.0, 158.0, 178.0, 200.0, 224.0, 251.0, 282.0, 316.0]
DC3_UHSAS_,var_name,5,30,[63.0, 71.0, 79.0, 89.0, 100.0, 112.0, 126.0, 141.0, 158.0, 178.0, 200.0, 224.0, 251.0, 282.0, 316.0, 355.0, 398.0, 447.0, 501.0, 562.0, 631.0, 708.0, 794.0, 891.0, 1000.0]
DISCOVER_APS_,var_name,4,17,[562.0, 631.0, 708.0, 794.0, 891.0, 1000.0, 1259.0, 1585.0, 1995.0, 2512.0, 3162.0, 3981.0, 5012.0]
DISCOVER_CAS_,descr,7,36,[0.68, 0.75, 0.82, 0.89, 0.96, 1.03, 1.1, 1.17, 1.25, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 5.0, 6.5, 7.2, 7.9, 10.2, 12.5, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0]
DISCOVER_LAS_,var_name,4,32,[100.0, 112.0, 126.0, 141.0, 158.0, 178.0, 200.0, 224.0, 251.0, 282.0, 316.0, 355.0, 398.0, 447.0, 501.0, 562.0, 631.0, 708.0, 794.0, 891.0, 1000.0, 1259.0, 1585.0, 1995.0, 2512.0, 3162.0, 3981.0, 5012.0]
DISCOVER_UHSAS_,var_name,4,29,[63.0, 71.0, 79.0, 89.0, 100.0, 112.0, 126.0, 141.0, 158.0, 178.0, 200.0, 224.0, 251.0, 282.0, 316.0, 355.0, 398.0, 447.0, 501.0, 562.0, 631.0, 708.0, 794.0, 891.0, 1000.0]
FIREX_CDP_,descr_long,3,33,[2.5, 3.5, 4.5, 5.5, 6.5, 7.5, 8.5, 9.5, 10.5, 11.5, 12.5, 13.5, 15.0, 17.0, 19.0, 21.0, 23.0, 25.0, 27.0, 29.0, 31.0, 33.0, 35.0, 37.0, 39.0, 41.0, 43.0, 45.0, 47.0, 49.0]
KORUS_APS_,descr_long,3,16,[562.0, 631.0, 708.0, 794.0, 891.0, 1000.0, 1259.0, 1585.0, 1995.0, 2512.0, 3162.0, 3981.0, 5012.0]
ACTIVATE_LAS_,descr_long,4,30,[100.0, 112.0, 126.0, 141.0, 158.0, 178.0, 200.0, 224.0, 251.0, 282.0, 316.0, 355.0, 398.0, 447.0, 501.0, 562.0, 631.0, 708.0, 794.0, 891.0, 1000.0, 1259.0, 1585.0, 1995.0, 2512.0, 3162.0]
CAMP2EX_APS_,descr_long,4,17,[562.0, 631.0, 708.0, 794.0, 891.0, 1000.0, 1259.0, 1585.0, 1995.0, 2512.0, 3162.0, 3981.0, 5012.0]
CAMP2EX_LAS_,descr_long,4,30,[100.0, 112.0, 126.0, 141.0, 158.0, 178.0, 200.0, 224.0, 251.0, 282.0, 316.0, 355.0, 398.0, 447.0, 501.0, 562.0, 631.0, 708.0, 794.0, 891.0, 1000.0, 1259.0, 1585.0, 1995.0, 2512.0, 3162.0]
DC3_APS_,var_name,5,19,[562.0, 631.0, 708.0, 794.0, 891.0, 1000.0, 1259.0, 1585.0, 1995.0, 2512.0, 3162.0, 3981.0, 5012.0, 6310.0]
